date,temperature,humidity,pressure,wind_speed,rain,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
2022-08-18,27.8,87,999.0,29.0,9.6,42.03333333333333,22.23333333333333,271.5,13.645833333333334,11.458333333333334,47.875,66.70833333333333
2022-08-19,27.5,87,1000.3,28.4,0.8,46.5125,22.1,234.125,12.4,11.1375,35.208333333333336,73.45833333333333
2022-08-20,27.6,87,1001.5,22.9,1.8,49.39166666666667,22.729166666666668,275.9583333333333,13.166666666666666,13.683333333333332,44.125,71.70833333333333
2022-08-21,27.7,87,1001.3,22.4,2.4,53.56666666666666,24.104166666666668,314.0,14.854166666666666,16.220833333333335,48.54166666666666,74.16666666666667
2022-08-22,27.8,85,1000.8,18.7,0.5,55.3375,24.116666666666664,307.125,13.975,14.3375,53.29166666666666,74.91666666666667
2022-08-23,27.2,86,1000.6,18.4,3.2,52.99583333333334,23.854166666666668,358.0833333333333,16.650000000000002,16.541666666666668,47.66666666666666,75.83333333333333
2022-08-24,27.2,84,1001.4,23.6,12.8,56.2,25.383333333333336,296.0,15.275,12.8,42.91666666666666,76.66666666666667
2022-08-25,28.0,81,1002.0,25.7,0.0,58.25416666666666,26.9875,254.5,11.9875,11.029166666666669,51.16666666666666,80.5
2022-08-26,27.4,81,1004.2,20.2,0.1,60.49583333333334,27.383333333333336,278.5833333333333,13.5875,13.225,54.333333333333336,82.875
2022-08-27,27.1,81,1005.3,20.7,0.4,50.5,23.95,283.0416666666667,13.116666666666667,12.829166666666666,52.833333333333336,79.16666666666667
2022-08-28,27.3,79,1004.6,22.7,0.7,41.18333333333333,20.541666666666668,251.75,10.945833333333333,10.629166666666666,56.375,72.29166666666667
2022-08-29,27.3,79,1006.6,17.4,0.1,43.75833333333333,21.97083333333333,308.9583333333333,14.6625,13.3125,54.5,68.0
2022-08-30,27.4,82,1008.3,11.3,0.0,47.275,23.479166666666668,391.5,19.3375,17.533333333333335,54.91666666666666,74.375
2022-08-31,27.3,85,1007.3,12.9,0.0,40.59583333333333,20.55,359.2916666666667,16.979166666666668,16.670833333333334,58.625,71.70833333333333
2022-09-01,27.6,84,1006.2,20.3,0.5,30.870833333333334,16.2375,290.625,13.029166666666669,12.679166666666667,52.41666666666666,62.91666666666666
2022-09-02,27.7,83,1007.3,16.6,0.2,37.5875,19.216666666666665,362.25,16.349999999999998,16.329166666666666,60.375,61.708333333333336
2022-09-03,27.7,82,1006.6,22.0,0.5,35.12916666666667,19.079166666666666,298.2083333333333,11.720833333333331,12.35,51.875,63.375
2022-09-04,27.6,80,1004.3,32.4,0.2,51.92916666666667,28.59583333333333,274.0416666666667,10.020833333333334,9.9375,49.91666666666666,74.83333333333333
2022-09-05,27.6,78,1004.3,25.7,0.5,41.65833333333333,21.433333333333334,258.2916666666667,10.8875,11.354166666666666,56.04166666666666,80.04166666666667
2022-09-06,27.4,79,1005.8,15.9,0.0,44.05,23.641666666666666,354.7083333333333,16.416666666666668,17.4875,64.20833333333333,71.95833333333333
2022-09-07,27.0,85,1007.6,12.7,0.0,43.0875,23.83333333333333,480.625,23.60833333333333,23.379166666666663,61.208333333333336,74.33333333333333
2022-09-08,27.7,84,1008.0,12.7,0.0,60.65416666666667,36.36666666666667,766.875,34.729166666666664,33.11666666666667,94.79166666666669,109.04166666666669
2022-09-09,29.7,77,1005.8,14.4,0.0,83.34166666666667,52.87916666666666,798.375,31.3,29.929166666666664,122.16666666666669,141.33333333333334
2022-09-10,30.9,72,1004.1,12.9,0.0,126.83333333333331,84.8625,1069.4583333333333,38.97916666666666,36.55416666666667,165.29166666666666,192.91666666666663
2022-09-11,29.6,78,1002.4,16.0,0.0,64.47500000000001,41.458333333333336,754.0,28.204166666666666,30.820833333333336,114.0,174.625
2022-09-12,29.0,83,1001.4,13.1,0.1,98.1,64.35833333333333,973.875,38.19166666666667,36.93333333333333,143.625,162.83333333333334
2022-09-13,29.9,78,1002.3,15.3,0.0,69.3625,43.875,893.25,40.4875,38.25416666666667,101.125,167.125
2022-09-14,29.9,77,1003.4,18.0,0.0,41.07083333333333,23.616666666666664,527.9583333333334,23.03333333333333,22.22083333333333,59.333333333333336,98.70833333333331
2022-09-15,28.6,82,1004.0,25.0,0.0,36.30833333333333,19.683333333333334,293.3333333333333,11.508333333333333,11.75,57.79166666666666,70.29166666666667
2022-09-16,28.3,78,1002.0,28.4,0.3,47.07083333333333,24.53333333333333,240.91666666666663,8.883333333333333,8.6,65.45833333333333,72.125
2022-09-17,28.2,76,1002.3,22.0,0.3,57.275,28.0125,269.4166666666667,11.895833333333334,10.658333333333331,69.16666666666667,79.70833333333333
2022-09-18,27.9,79,1006.5,13.6,0.0,60.958333333333336,29.791666666666668,346.7916666666667,17.054166666666667,15.0125,66.58333333333333,87.54166666666667
2022-09-19,27.5,79,1007.6,16.1,0.0,52.17916666666667,25.425,352.0,16.520833333333332,14.595833333333331,64.5,83.79166666666667
2022-09-20,27.8,73,1006.9,19.2,0.0,39.475,19.241666666666667,252.5,11.358333333333334,10.020833333333334,63.66666666666666,71.625
2022-09-21,28.1,72,1007.0,20.5,0.0,37.1875,17.754166666666666,242.625,11.4375,9.495833333333334,63.125,63.25
2022-09-22,28.1,73,1006.6,23.5,0.0,36.208333333333336,17.591666666666665,236.29166666666663,10.8375,9.283333333333331,61.458333333333336,62.0
2022-09-23,27.9,74,1006.0,27.6,0.0,37.24166666666667,17.666666666666668,199.125,8.275,7.658333333333334,63.0,61.75
2022-09-24,28.1,73,1004.6,28.2,0.3,38.8625,19.97083333333333,214.16666666666663,9.25,8.245833333333334,64.91666666666667,63.91666666666666
2022-09-25,28.0,76,1004.7,22.2,0.4,41.98333333333333,21.933333333333334,242.625,11.5875,10.15,63.91666666666666,68.45833333333333
2022-09-26,27.4,79,1008.6,16.2,1.0,42.16666666666666,22.620833333333334,324.8333333333333,15.5875,14.5625,63.66666666666666,73.04166666666667
2022-09-27,27.4,78,1008.3,15.8,0.1,37.97916666666666,19.9625,349.25,16.770833333333332,15.395833333333334,62.083333333333336,70.58333333333333
2022-09-28,27.6,73,1007.4,18.5,0.0,31.9125,16.295833333333334,278.875,13.620833333333335,11.883333333333333,61.75,62.208333333333336
2022-09-29,27.6,72,1007.6,19.6,0.0,30.4625,15.895833333333334,245.54166666666663,11.1,10.729166666666666,67.45833333333333,59.333333333333336
2022-09-30,27.3,75,1008.2,18.7,0.0,26.6,15.025,290.5416666666667,13.358333333333334,13.758333333333333,68.125,56.958333333333336
2022-10-01,27.7,73,1007.5,22.9,0.0,22.375,12.791666666666666,219.125,9.729166666666666,10.904166666666669,56.875,54.54166666666666
2022-10-02,28.1,72,1007.1,20.5,0.1,21.945833333333336,12.504166666666668,240.9583333333333,12.083333333333334,12.15,53.66666666666666,50.625
2022-10-03,27.7,73,1008.6,16.1,0.3,27.2375,13.870833333333332,263.5,13.991666666666667,12.125,60.333333333333336,52.41666666666666
2022-10-04,27.8,76,1009.9,16.3,0.0,28.71666666666667,14.025,256.2083333333333,12.675,11.225,59.958333333333336,54.0
2022-10-05,27.6,80,1009.1,15.6,0.0,37.0375,16.270833333333332,292.125,13.408333333333331,12.279166666666669,61.208333333333336,56.04166666666666
