date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aqi,last_updated
2026-08-03,24.02916666666667,112.27541666666667,75.35166666666667,0.11458333333333333,0.5341666666666667,42.57333333333333,4.0,03 Aug 2026 04:23 PM
2026-08-04,25.144583333333333,113.8775,81.67833333333333,0.10583333333333333,0.5720833333333334,44.54208333333333,4.0,03 Aug 2026 04:23 PM
2026-08-05,26.20875,118.53791666666666,75.93166666666666,0.10541666666666666,0.605,42.77666666666667,4.0,03 Aug 2026 04:23 PM
2026-08-06,26.097826086956523,116.86391304347826,72.19173913043478,0.10782608695652174,0.63,40.88260869565217,4.0,03 Aug 2026 04:23 PM
