date,temperature,pressure,wind_speed,rain,humidity,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aqi,last_updated,year,month,day,day_of_week,day_of_year,weekend,AQI_lag_1,AQI_lag_2,AQI_lag_3,AQI_3day_mean,AQI_7day_mean,rain_flag,temp_humidity,Predicted_AQI,Category
2026-08-06,28.9,999.8,16.2,0.0,78.0,26.097826086956523,116.86391304347826,72.19173913043478,0.1078260869565217,0.63,40.88260869565217,4.0,03 Aug 2026 04:23 PM,2026,8,6,3,218,0,117.54166666666669,92.95833333333331,79.41666666666667,96.6388888888889,119.05952380952382,0.0,2254.2,89.08124467790063,Moderate 🟡
