date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
2025-06-22,57.23333333333333,23.133333333333336,245.125,10.458333333333334,11.758333333333333,64.91666666666667,69.83333333333333
2025-06-23,64.375,26.604166666666668,241.33333333333331,11.0125,13.1125,66.0,75.66666666666667
2025-06-24,85.29583333333333,30.3125,260.9166666666667,10.979166666666666,14.1125,68.25,86.79166666666667
2025-06-25,83.03333333333333,32.25,367.2083333333333,16.304166666666667,17.129166666666666,66.16666666666667,91.91666666666669
2025-06-26,96.225,30.058333333333334,409.625,17.104166666666668,18.091666666666665,56.25,91.91666666666669
2025-06-27,71.84166666666667,34.27916666666667,502.0416666666667,26.825,20.9375,69.58333333333333,88.25
2025-06-28,46.74583333333334,23.02083333333333,436.8333333333333,16.845833333333335,14.379166666666668,79.58333333333333,87.79166666666667
2025-06-29,26.429166666666664,15.125,332.5416666666667,16.441666666666666,14.920833333333334,67.66666666666667,67.70833333333333
2025-06-30,61.583333333333336,24.4125,257.3333333333333,12.254166666666668,11.0125,57.125,65.66666666666667
2025-07-01,56.770833333333336,23.42083333333333,246.5,10.929166666666667,10.816666666666668,53.875,73.70833333333333
2025-07-02,68.82083333333334,23.075,250.08333333333331,11.520833333333334,11.95,53.458333333333336,73.08333333333333
2025-07-03,84.2375,27.691666666666663,322.25,16.370833333333334,16.462500000000002,48.79166666666666,78.79166666666667
2025-07-04,84.57916666666667,29.058333333333334,286.5416666666667,16.554166666666667,15.9,50.625,84.04166666666667
2025-07-05,93.98333333333332,33.27916666666667,242.29166666666663,11.195833333333333,12.741666666666667,68.16666666666667,91.91666666666669
2025-07-06,77.71249999999999,27.9875,228.54166666666663,11.658333333333331,12.558333333333332,69.58333333333333,88.66666666666667
2025-07-07,92.66666666666669,33.829166666666666,313.7916666666667,19.4125,19.6,60.5,91.16666666666669
2025-07-08,100.04583333333332,34.800000000000004,312.8333333333333,16.554166666666667,17.958333333333332,70.5,95.45833333333331
2025-07-09,91.84583333333336,32.604166666666664,265.25,15.475,15.379166666666665,58.5,97.70833333333331
2025-07-10,99.40416666666664,32.37916666666667,270.4166666666667,16.195833333333333,14.8875,53.833333333333336,92.54166666666669
2025-07-11,76.96666666666667,27.9875,259.0416666666667,15.391666666666666,15.208333333333334,52.5,91.70833333333331
2025-07-12,73.87083333333334,25.47083333333333,233.08333333333331,12.7625,12.85,55.458333333333336,80.5
2025-07-13,79.7625,24.620833333333334,223.625,9.770833333333334,11.295833333333334,60.5,76.58333333333333
2025-07-14,85.36666666666667,25.2125,220.0,9.0375,11.220833333333331,64.66666666666667,77.45833333333333
2025-07-15,82.0625,29.2875,234.16666666666663,11.591666666666669,13.304166666666667,59.91666666666666,81.79166666666667
2025-07-16,74.47083333333333,27.85833333333333,242.875,11.620833333333332,12.483333333333334,56.375,86.45833333333333
2025-07-17,76.37916666666666,28.15833333333333,254.875,11.320833333333333,13.8375,54.91666666666666,85.75
2025-07-18,68.875,26.008333333333336,248.54166666666663,10.5625,14.491666666666667,56.125,80.79166666666667
2025-07-19,66.14583333333333,25.041666666666668,206.91666666666663,8.566666666666666,12.645833333333334,56.833333333333336,78.41666666666667
